title,descr,price,year,km,transmission,location,date_posted,link,date_imported,Marca_x,Tipo,Modelo_x,Marca_y,Modelo_y,Comuna,Region
Ssangyong Stavic At 4x4 Awd 2016,AT 4X4 AWD 2016,11990000.0,2016,127000.0,Automático  ,"Providencia,  Región Metropolitana", 30 sep 2023 a las 09:45,https://www.yapo.cl/vehiculos/ssangyong-stavic-at-4x4-awd-2016_88130003,2023-10-04 13:35:37.776544,SSANGYONG,Pick-up,MUSSO,SSANGYONG,STAVIC,Providencia, Región Metropolitana
SSANGYONG ACTYON SPORT 4x4 2015,"Uso Particular ! Versión 4x4, Turbo Diésel, Caja sexta, Aire acondicionado, Alza vidrios y espejos eléctricos, Vel Crucero,  Llantas de aleación, Neblineros, Regulación de altura de Luces, Mantenciones al día.

- Financiamiento y Sistema Transbank
- Recibimos tu Vehículo en parte de pago
- Compra tu vehículo en cuotas con tu tarjeta de crédito

Contacto
- Fabrizio Calabrese +56958168054
- Gonzalo Baeza +56947045341

Visítanos en:
- Avenida Américo Vespucio #0447, La Cisterna.",10890000.0,2015,136045.0,Manual  ,"La Cisterna,  Región Metropolitana", 30 sep 2023 a las 09:06,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-4x4-2015_86587741,2023-10-04 13:35:37.792204,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,La Cisterna, Región Metropolitana
Ssangyong actyon sport 2016,"SsangYong Actyon Sports 2016
Motor 2.0 - 162.000km
Turbo Diésel
4x2
Segundo dueño
Mecanico (caja sexta)
Aire acondicionado
Radio original
Mandos al volante
Alza vidrios eléctricos
Cierre centralizado
Dos llaves",9200000.0,2016,162000.0,Manual  ,"Curicó,  VII Maule", 30 sep 2023 a las 08:27,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2016_87943976,2023-10-04 13:35:37.792204,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Curicó, VII Maule
Ssangyong Actyon Sport 2018 UNICO DUEÑO,"Ssangyong Actyon Sports 2.0 DIESEL 4X2
AÑO 2018 - UNICO DUEÑO
KILOMETRAJE: 93.300
EQUIPAMIENTO:
AIRE ACONDICIONADO
DOBLE AIRBAG
VELOCIDAD CRUCERO
FRENOS ABS CON DISCO A LAS 4 RUEDAS
LLANTAS R16
BLUETOOTH
COMANDOS AL VOLANTE PARA LA RADIO
CIERRE CENTRALIZADO
DIRECCION HIDRAULICA
NEBLINEROS
ESPEJOS CON AJUSTE ELECTRICO
REGULACION DE LUCES EN ALTURA
2 COPIAS DE LLAVES

IMPECABLE ESTADO SIN DETALLES
AUTOFACT OK KILOMETRAJE REAL

FINANCIAMIENTO DESDE UN 20% $2.578.000
SIN DICOM 
BANCO FALABELLA 
TANNER 
TARJETAS DE CREDITO HASTA EL 100% DEL VEHICULO

SE RECIBE VEHICULO EN PARTE DE PAGO

CONSULTAS AL FONO WHATSAPP Y LLAMADAS",12300000.0,2018,93000.0,Manual  ,"Maipú,  Región Metropolitana", 29 sep 2023 a las 22:16,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2018-unico-dueno_88280956,2023-10-04 13:35:37.792204,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Maipú, Región Metropolitana
Ssangyong actyon uso familiar 2016,"Solo por renovación, camioneta con doble airbag, discos 4 ruedas , Abs, capota naviera , cubre Pick up , llantas aleación , motor diésel con turbo , protectores asientos , sensor retroceso , solo interesados .Uso familiar",9500000.0,2016,79200.0,Manual  ,"La Serena,  IV Coquimbo", 29 sep 2023 a las 21:01,https://www.yapo.cl/vehiculos/ssangyong-actyon-uso-familiar-2016_85317218,2023-10-04 13:35:37.792204,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,La Serena, IV Coquimbo
Ssangyong tivoli 2020,"Se vende TIVOLI 2020. Papeles al día, motor 1.6 Gasolina, 6 velocidades, selector modo de manejo normal y sport, motor Norma Euro 6, 2 Air Bag, pantalla Touch y retroceso, ABS. 23.000 km de uso aprox. prácticamente nuevo.  Precio $11.800.000",11800000.0,2020,23000.0,Manual  ,"Puente Alto,  Región Metropolitana", 29 sep 2023 a las 20:37,https://www.yapo.cl/vehiculos/ssangyong-tivoli-2020_88280553,2023-10-04 13:35:37.792204,SSANGYONG,Pick-up,MUSSO,SSANGYONG,TIVOLI,Puente Alto, Región Metropolitana
Ssangyong tivoli 2019,"Vendo mi Ssangyong Tivoli, excelente estado, única dueña. Sensores de proximidad, cámara de retroceso, Apple car, espejos eléctricos, láminas de seguridad compatibles con revisión técnica, llantas de aleación aro 18, neumáticos prácticamente nuevos, batería recién cambiada, asientos usados siempre con fundas, climatizador de dos zonas,",13900000.0,2019,510000.0,Manual  ,"La Florida,  Región Metropolitana", 29 sep 2023 a las 13:13,https://www.yapo.cl/vehiculos/ssangyong-tivoli-2019_88277495,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,TIVOLI,La Florida, Región Metropolitana
Ssangyong stavic sol 16.752 kms,"SSANGYONG STAVIC DIESEL 
FULL 
2017 
SOLO 16752 KMS

PERMUTO POR PEUGEOT RIFTER AUTOMATICA",15900000.0,2017,16752.0,Manual  ,"Macul,  Región Metropolitana", 29 sep 2023 a las 12:36,https://www.yapo.cl/vehiculos/ssangyong-stavic-sol-16752-kms_88277323,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,STAVIC SOL,Macul, Región Metropolitana
Camioneta Ssangyong 2015 Impecable,"Se vende Camioneta Ssangyong año 2015, diésel, transmisión manual, 4x2. 71 mil Km. Interior en perfectas condiciones, tapicería impecable, un solo dueño. Con toda su documentación al día llegar y transferir. Nunca chocada, exteriormente solo desgaste por uso.",10000000.0,2015,71000.0,Manual  ,"Chillán,  XVI Ñuble", 29 sep 2023 a las 11:52,https://www.yapo.cl/vehiculos/camioneta-ssangyong-2015-impecable_88276910,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,MUSSO,Chillán, XVI Ñuble
Ssangyong Musso Limited Plus 2.2 Td 6at 4wd 2021,LIMITED PLUS 2.2 TD 6AT 4WD 2021,24990000.0,2021,51395.0,Automático  ,"Huechuraba,  Región Metropolitana", 29 sep 2023 a las 11:42,https://www.yapo.cl/vehiculos/ssangyong-musso-limited-plus-22-td-6at-4wd-2021_87459434,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,MUSSO,Huechuraba, Región Metropolitana
Ssangyong actyon sport 4x2 2016,"AGENDA TU VISITA AL WHATSAP +56954157638

- Camioneta FULL EQUIPO, BUEN ESTADO
- MOTOR DIESEL 2.0 4X2 6 VELOCIDADES
- 2 DUEÑO
- Neumáticos al 50% de utilidad 245/65/16
- Documentos al día 
- Mantención Vigente 

COTIZA ONILINE 
CREDITO AUTOMOTRIZ DESDE EL 30% DE PIE
 $ 4.600.000  CUOTAS DE 12 A 48 
REQUISITOS PERSONAL NATURAL:
- 1 AÑO DE ANTIGÜEDAD LABORAL 
- RENTA MINIMA 600.000
- NO TENER DICOM
EMPRESA:
CARPETA TRIBUTARIA PARA ACREDITAR RENTA 
1 AÑO DE ANTIGÜEDAD 50% DE PIE
2 AÑOS DE ANTIGÜEDAD 30% DE PIE

- VEHICULOS EN PARTE DE PAGO",14690000.0,2016,95000.0,Manual  ,"La Serena,  IV Coquimbo", 29 sep 2023 a las 11:12,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-4x2-2016_82775539,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,La Serena, IV Coquimbo
Ssangyong rexton 2019,"3 corridas de asientos. Diesel, 4x2, Único dueño. Aire acondicionado. Controles al Volante. Airbags y ABS. Velocidad crucero.
Recibimos tu auto en parte de pago.
Evaluamos financiamiento en solo 20 minutos,
Entrega inmediata.
Garantía Mecánica Inalcar, parte del Grupo Automotriz Inalco.
Contáctanos para más detalles",18790000.0,2019,97745.0,Manual  ,"La Florida,  Región Metropolitana", 29 sep 2023 a las 09:34,https://www.yapo.cl/vehiculos/ssangyong-rexton-2019_87628187,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,REXTON,La Florida, Región Metropolitana
Ssangyong actyon sport recibo vehiculo,"RECIBO VEHICULO

ssangyong actyon sport 2.0 diesel

UNICO DUEÑO MANTENCIONES EN LA MARCA

airbags - abs- crucero - llantas
direccion hidraulica
alzavridrios electricos
espejos electricos
bluetooth
aite acondicionado

impecable

credito automotriz. -  trajetas de credito

+569 9541 0439",10800000.0,2018,138000.0,Manual  ,"La Florida,  Región Metropolitana", 29 sep 2023 a las 09:27,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-recibo-vehiculo_87259707,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,La Florida, Región Metropolitana
Ssangyong actyon sports 2018,"VENTAS POR RENOVACION EN SALFA

UNIDADES CON GARANTIA MECANICA DE REGALO
MANTENCIONES AL DIA Y PAPELES

INTERESADOS LLAMAR AL # 944781289

RUTA 5 SUR KLM. 916 PILAUCO, OSORNO",9000000.0,2018,226950.0,Manual  ,"Osorno,  X Los Lagos", 29 sep 2023 a las 09:02,https://www.yapo.cl/vehiculos/ssangyong-actyon-sports-2018_87523547,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON S,Osorno, X Los Lagos
Ssangyong tivoli 2023,"PRECIO LISTA: $12.990.000

PRECIO CON FINANCIAMIENTO: $12.490.000

Karen Infante: 
+569 8305 3818

Rodolfo Sierra: +569 4105 7387

Ivan Mascayano: +569 8396 4087

astararetail.cl- Único en su estado- Real Oportunidad en Seminuevos - Recibimos tu auto en parte de pago - Financiamiento con Santander- Cancela con Tarjetas de crédito o transferencia - Entrega inmediata - Descuentos y Bonos Exclusivos- Calidad y Seguridad. 

Vendemos marcas como: Jeep,  Chevrolet, Chery, Volkswagen, Kia, Hyundai, Suzuki, Toyota, Peugeot, Nissan, Ford, Mazda, MG y mas",12490000.0,2023,11000.0,Manual  ,"San Bernardo,  Región Metropolitana", 29 sep 2023 a las 08:43,https://www.yapo.cl/vehiculos/ssangyong-tivoli-2023_87227355,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,TIVOLI,San Bernardo, Región Metropolitana
Ssangyong korando 2021,"En muy buen estado, motor 1.5, bencina, Mecanica, tapiz de tela, control de tracción, control velocidad crucero, radio de pantalla táctil con conectividad bluetooth, Apple Carplay, Android auto, cámara de retroceso, aire acondicionado, copia de llaves",12990000.0,2021,32500.0,Manual  ,"Machalí,  VI O'Higgins", 29 sep 2023 a las 08:41,https://www.yapo.cl/vehiculos/ssangyong-korando-2021_87369233,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Machalí, VI O'Higgins
Ssangyong actyon sport 2018,"No esperes más! 
Tu decides como comprar tu vehículo si a crédito o al contado.
Automotriz Mackenna te ofrece crédito directo aunque te encuentres en DICOM
Contactanos al  wsp +56990797759.",14490000.0,2018,117168.0,Manual  ,"Osorno,  X Los Lagos", 29 sep 2023 a las 08:35,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2018_83038995,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Osorno, X Los Lagos
Ssangyong korando,"Ssangyon korando C ,año 2011,4x4,velocidad crucero,sistema eco,calienta asientos,automática secuencial, neumáticos nuevos,radio android de 9 pulgadas, motor 2.0 diésel,motor cero fugas,cero humo ,a toda prueba.valor conversable",4500000.0,2011,95000.0,Automático  ,"Alto Hospicio,  I Tarapacá", 28 sep 2023 a las 22:53,https://www.yapo.cl/vehiculos/ssangyong-korando_88274078,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Alto Hospicio, I Tarapacá
Ssangyong korando 2016,"Vendo mi Ssangyong Korando Diésel 2.0 2016 full equipo, a $ 8.800.000. interesados llamar 
° Aire Acondicionado
° Turbo
° Velocidad Crucero
° Cierre Centralizado",8800000.0,2016,140000.0,Manual  ,"Puerto Montt,  X Los Lagos", 28 sep 2023 a las 22:28,https://www.yapo.cl/vehiculos/ssangyong-korando-2016_85588716,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Puerto Montt, X Los Lagos
"Ssangyong XLV 1,6 Diesel Aut","Excelente estado, full equipo , sensores y cámara de retroceso, climatizador, maletero amplio de 720 litros. Mantenciones recien realizadas. Valor conversable",11599000.0,2018,100000.0,Automático  ,"La Serena,  IV Coquimbo", 28 sep 2023 a las 22:04,https://www.yapo.cl/vehiculos/ssangyong-xlv-16-diesel-aut_86140758,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,XLV,La Serena, IV Coquimbo
Ssangyong petrolera 2012,"SSangyong Actyon Sport 2.0, año 2012 diesel, 4 x 2.

Vende particular no automotora. 
SSangyong Actyon Sport 2.0, año 2012, diesel sin restricción, 153.000 Km., 4 x 2.
Se encuentra en optimas condiciones a toda prueba, segundo dueño, transmisión mecánica 5 velocidades, alzavidrios eléctricos en las 4 puertas, espejos eléctricos, manubrio con posiciones regulables, asiento conductor regulable en altura, Airbag conductor, GPS, láminas de seguridad. Tapicería de asientos en buen estado, siempre se uso con fundas. Uso familiar no trabajada.

Batería nueva, 4 bandejas delanteras nuevas. Mantención reciente en servicio diesel Bosch.

Todos sus documentos al día, revisión técnica recién aprobada sin problemas y permiso de circulación hasta 2024.",5990000.0,2012,155000.0,Manual  ,"Santiago,  Región Metropolitana", 28 sep 2023 a las 21:40,https://www.yapo.cl/vehiculos/ssangyong-petrolera-2012_87431881,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,PETROLERA,Santiago, Región Metropolitana
Ssangyong a.sports 2010,"COMODA RAPIDA Y ECONOMICA
EXELENTES CONDICIONES MANTENCION RECIENTE.

-CAMBIO DE CADENA Y TENSOR
-KIT DE AMBRAGUE
-INTERCOOLER NUEVO
-TELA NAUTICA CUBRE PICK UP
CONVERSABLE.",5500000.0,2010,150000.0,Automático  ,"Santiago,  Región Metropolitana", 28 sep 2023 a las 18:29,https://www.yapo.cl/vehiculos/ssangyong-asports-2010_88272417,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,A.S,Santiago, Región Metropolitana
Ssangyong actyon sport 2013,"Camioneta funcionando en perfectas condiciones, solo detalles propios del año, uso en carretera, tiene radio con Bluetooth, cierre centralizado, 4x4, petrolera, vendo por apuro, precio poco conversable.",7650000.0,2013,255000.0,Manual  ,"Pudahuel,  Región Metropolitana", 28 sep 2023 a las 18:28,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2013_88272407,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Pudahuel, Región Metropolitana
Ssangyong korando 2013,"VENDO KORANDO EN EXCELENTES CONDICIONES, UTILIZADO SOLO EN ÁREA URBANA, AÑO 2013, 6.550.000",6550000.0,2013,93000.0,Manual  ,"Punta Arenas,  XII Magallanes & Antártica", 28 sep 2023 a las 16:22,https://www.yapo.cl/vehiculos/ssangyong-korando-2013_85890395,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Punta Arenas, XII Magallanes & Antártica
Ssangyong actyon sport 2014,"Impecable camioneta uso Gerencial,
Automatica, Version Full con Sunroof.
Cona Factura todas las mantenciones en Cartoni:
Ultima Incluye:
-Tensor de Correa
-Correa
-Polea Alternador
-Dumper
-Frenos
ETC.
Revision tecnica al dia sacada en Agosto de 2023
Sensor de retroceso
solo 1 dueño.

cuidado maniatico",10500000.0,2014,200000.0,Automático  ,"Lampa,  Región Metropolitana", 28 sep 2023 a las 14:28,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2014_88270674,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Lampa, Región Metropolitana
Ssangyong actyon sport 2015,..,12900000.0,2015,101000.0,Manual  ,"La Serena,  IV Coquimbo", 28 sep 2023 a las 13:46,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2015_87102515,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,La Serena, IV Coquimbo
Ssangyong korando 2014 diesel,"OPORTUNIDAD Excelente automóvil 4x2 koreano, tracción delantera, full equipo con aire acondicionado, control crucero, mandos de volante, tiene 156.947 kms, es motor diesel 2.0 muy rápido, suave y económico, muy buena altura, ideal para caminos rurales.
-se recibe vehículo en pago
Venta en billete SI
Venta a crédito  SI
Vehículo en pago SI
TENEMOS QASHQAI,  SPORTAGE, GOL, MAZDA6, CRUZE, CAPTUR, OPTIMA, I30, TUCSON
Más fotos y consultas con Sr Cristian Pezoa al  wsp
REVISAR CATALOGO  +56946366981 -T E M U C O  Diego Portales 391, a pasos de la plaza del Hospital",6900000.0,2014,156947.0,Manual  ,"Temuco,  IX Araucanía", 28 sep 2023 a las 13:24,https://www.yapo.cl/vehiculos/ssangyong-korando-2014-diesel_88270028,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Temuco, IX Araucanía
Ssangyong 2013,Auto color gris es full el precio es conversable,7800000.0,2013,180000.0,Manual  ,"Chépica,  VI O'Higgins", 28 sep 2023 a las 12:59,https://www.yapo.cl/vehiculos/ssangyong-2013_88269765,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,MUSSO,Chépica, VI O'Higgins
Ssangyong Grand Musso Limited 2.2td 6at 4wd 2022,LIMITED 2.2TD 6AT 4WD 2022,23490000.0,2022,52841.0,Automático  ,"Huechuraba,  Región Metropolitana", 28 sep 2023 a las 12:32,https://www.yapo.cl/vehiculos/ssangyong-grand-musso-limited-22td-6at-4wd-2022_87349439,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,GRAND MUSSO,Huechuraba, Región Metropolitana
SSANGYONG KORANDO SPORT 2012 4x4,"Vendo camioneta Ssangyong Korando Sport doble cabina, año 2012 motor 2.0 turbo diesel, caja automática 4x4. Excelente estado, uso familiar.
Cámara de retroceso, llantas de magnesio, asientos eléctricos, de cuero y calienta asientos, radio con mandos al volante, vidrios y espejos eléctricos, cierre centralizado aire acondicionado Full equipo. Valor $8.500.000. Toda la documentación al día. Régimen Zona Franca. Consultas fono",8500000.0,2012,77000.0,Automático  ,"Punta Arenas,  XII Magallanes & Antártica", 28 sep 2023 a las 12:27,https://www.yapo.cl/vehiculos/ssangyong-korando-sport-2012-4x4_88269498,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Punta Arenas, XII Magallanes & Antártica
Ssangyong korando 2017 suv full 4x2 diesel mt,"⚡️Automotriz Bizama, Disponible en sucursal, visítanos! #RecienLlegado 

SsangYong Korando diésel año 2017 full aire acondicionado transferible inmediato todo al día, mantenciones Ok. valor 11.490.000

🟢🟢 #PRECIO OFERTA $10.700.000 🟢🟢
Crédito Disponible! Pide tu evaluación.

➡️ Ubicados en Longitudinal Sur 3560 Padre las Casas al lado de Kaufmann. Visítanos ✅️ 🇨🇱 💯

❗ #RECIBIMOS en parte de pago vehículos sobre el año 2013!

❗ #Llamanos para una atención rápida! Atendemos tus consultas a estos números:

+56 9 7477 7449 📲 WSP Rodrigo.
+56 9 8340 6641 📲 WSP Exequiel.
+56 9 5001 4075 📲 WSP Igor Isla.",10700000.0,2017,153000.0,Manual  ,"Temuco,  IX Araucanía", 28 sep 2023 a las 11:37,https://www.yapo.cl/vehiculos/ssangyong-korando-2017-suv-full-4x2-diesel-mt_87640020,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Temuco, IX Araucanía
Ssangyong korando 2018,"$14,490,000 al contado | $13,990,000 con crédito o vehículo en parte de pago: SsangYong Korando 2018 - Vehículo Usado en Venta en Chile ??

Modelo: 2018
Versión: 2.2 KC2210 DIESEL AT 5P
Kilometraje: 43,500 km

El SsangYong Korando del año 2018 es un SUV robusto y confiable que ofrece un rendimiento eficiente y comodidad en la conducción. Equipado con un motor diesel de 2.2 litros y una transmisión automática, este vehículo brinda potencia y suavidad en su desempeño. Con un diseño atractivo y características destacadas, el Korando se destaca por su amplio espacio interior, tecnología avanzada y seguridad. Con 43,500 kilómetros recorridos, este vehículo ha sido bien mantenido y se encuentra en buenas condiciones.

Si estás interesado en este SUV usado o tienes alguna pregunta específica sobre el modelo, no dudes en comunicarte con nosotros. También puedes visitarnos para ver este SsangYong Korando en persona y realizar una prueba de manejo.

Astara Retail Seminuevos Cantagallo
Av. Las Condes 12.256, Vitacura.
Horario: Lunes a Viernes 8:30 a 19:00 hrs. Sábado 10:00 a 14:00 hrs.

Contáctanos para obtener más información sobre este vehículo usado u otros automóviles disponibles en nuestro inventario. ¡Esperamos tener noticias tuyas pronto!",13990000.0,2018,43500.0,Automático  ,"Las Condes,  Región Metropolitana", 28 sep 2023 a las 10:32,https://www.yapo.cl/vehiculos/ssangyong-korando-2018_87559254,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Las Condes, Región Metropolitana
Ssangyong actyon sports 2018,"VENTAS POR RENOVACION EN SALFA, UNIDADES UNICO DUEÑO , CON GARANTIA MECANICA DE REGALO

ESTAMOS EN RUTA 5 SUR KLM . 916 PILAUCO EN OSORNO

CONTACTO AL # 944781289",9000000.0,2018,206000.0,Manual  ,"Osorno,  X Los Lagos", 28 sep 2023 a las 09:20,https://www.yapo.cl/vehiculos/ssangyong-actyon-sports-2018_87524173,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON S,Osorno, X Los Lagos
Ssangyong korando 2022,"PRECIO LISTA: $16.490.000

PRECIO CON FINANCIAMIENTO: $15.990.000

GUSTAVO CASTRO 
+56 9 5898 8405
Alejandra Rodríguez
+56 9 7179 2821

astararetail.cl- Único en su estado- Real Oportunidad en Seminuevos - Recibimos tu auto en parte de pago - Financiamiento con Santander- Cancela con Tarjetas de crédito o transferencia - Entrega inmediata - Descuentos y Bonos Exclusivos- Calidad y Seguridad. 

Vendemos marcas como: Jeep,  Chevrolet, Chery, Volkswagen, Kia, Hyundai, Suzuki, Toyota, Peugeot, Nissan, Ford, Mazda, MG y mas",15990000.0,2022,53000.0,Automático  ,"La Florida,  Región Metropolitana", 28 sep 2023 a las 09:08,https://www.yapo.cl/vehiculos/ssangyong-korando-2022_87688483,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,La Florida, Región Metropolitana
Ssangyong actyon sports 2018,"¡Reserva por $300.000, Tomamos tu auto en parte de pago al mejor precio del mercado, financiamiento desde un 20% pie con entrega inmediata. Calidad y seguridad por SALFA, con 86 años de trayectoria. ¡No te lo pierdas! Contact Center 600 360 6200.",14600000.0,2018,24045.0,Manual  ,"La Serena,  IV Coquimbo", 28 sep 2023 a las 08:17,https://www.yapo.cl/vehiculos/ssangyong-actyon-sports-2018_87991600,2023-10-04 13:36:11.286423,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON S,La Serena, IV Coquimbo
Camioneta Ssangyong Actyon Sports año 2019,"NEUMÁTICOS NUEVOS
ÚNICO DUEÑO. DOCUMENTACIÓN AL DÍA
SIN MULTAS NI PARTES
58.000 kilómetros
2 llaves (en foto)
Color Blanco
Aire Acondicionado
Alza Vidrios
Bloqueo Centralizado
Prefiero consultas a mi teléfono: +56997461722
Teléfono alternativo: +56976249081",12700000.0,2019,58000.0,Manual  ,"San Bernardo,  Región Metropolitana", 28 sep 2023 a las 08:14,https://www.yapo.cl/vehiculos/camioneta-ssangyong-actyon-sports-ano-2019_88071518,2023-10-04 13:36:11.302049,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON S,San Bernardo, Región Metropolitana
Ssangyong grand musso 2020,"Excelente estado, vendo solo por apuro, todo al día. Es una camioneta fantástica.",18890000.0,2020,95000.0,Manual  ,"Peñalolén,  Región Metropolitana", 27 sep 2023 a las 22:41,https://www.yapo.cl/vehiculos/ssangyong-grand-musso-2020_88266480,2023-10-04 13:36:44.584547,SSANGYONG,Pick-up,MUSSO,SSANGYONG,GRAND MUSSO,Peñalolén, Región Metropolitana
Ssangyong korando 2013,"PRECIO CONVERSABLE
SsangYong korando año 2013
-kilometraje 137500
-caja 6
-cierre centralizado 
-velocidad crucero 
-airbag 
-se le instaló radio touch con cámara trasera 
-sensor de retroceso 
-ahorro de combustible 
-neblineros
-aire acondicionado 
-neumatocos en buen estado

detalles por el año, se aceptas ofertas. 

cualquier consulta hablar con el dueño en curanilahue, celular  Luis David

Yo solo publico. Dueño Luis David",6400000.0,2013,137500.0,Manual  ,"Curanilahue,  VIII Biobío", 27 sep 2023 a las 21:24,https://www.yapo.cl/vehiculos/ssangyong-korando-2013_88194573,2023-10-04 13:36:44.584547,SSANGYONG,Pick-up,MUSSO,SSANGYONG,KORANDO,Curanilahue, VIII Biobío
Ssangyong actyon sport nas 612 2.0d 2014,"Excelente Ssangyong Actyon Sport, Mecánica, Motor 2.0 Diesel de 6 velocidades, muy bien cuidado. Versión Full 4x2 con Doble Airbag, llantas, velocidad crucero, discos en las 4 ruedas 
Cubre p-up con Lona Marítima, mas barras Anti Vuelco cromadas. 
Aire Acondicionado, Espejos y alzavidrios eléctricos, cierre central de puertas, mandos al volante, Bluetooth, entre otros mas",10500000.0,2014,150655.0,Manual  ,"Bulnes,  XVI Ñuble", 27 sep 2023 a las 19:48,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-nas-612-20d-2014_88192622,2023-10-04 13:36:44.584547,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON NAS 612 D,Bulnes, XVI Ñuble
Ssangyong Actyon sport 2011 171.XXX KM 5.8 conv,"Ssangyong Actyon sport año 2011 motor 2.0 
En $5.850.000.- conversable papeles al día
Contiene: 
2 Airbag
Aire acondicionado (recargo el mes de abril) 
Mantenciones al día a los 168.000 km 
Espejos y retrovisores calefacciónado
Espejos eléctricos
Radio android
Detalles: 
Alzavidrio lado piloto y cierre centralizado.
Y detalles por el año.
El valor es de $5.800.000 conversable
Número de celular",5800000.0,2011,171520.0,Manual  ,"Concepción,  VIII Biobío", 27 sep 2023 a las 19:23,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2011-171xxx-km-58-conv_88265012,2023-10-04 13:36:44.584547,SSANGYONG,Pick-up,MUSSO,SSANGYONG,ACTYON,Concepción, VIII Biobío
Ssangyong tivoli full,Ssangyong tivoli full todo aldia y tranferible motor 1.6 bencinera caja sexta 3 modos de manejo ,6500000.0,2017,100000.0,Manual  ,"San Bernardo,  Región Metropolitana", 27 sep 2023 a las 18:37,https://www.yapo.cl/vehiculos/ssangyong-tivoli-full_88264648,2023-10-04 13:36:44.584547,SSANGYONG,Pick-up,MUSSO,SSANGYONG,TIVOLI,San Bernardo, Región Metropolitana
