title;descr;price;year;km;transmission;location;date_posted;link;date_imported;Tipo;Marca;Modelo;Comuna;Region;Pais
Camioneta Ssangyong Grand Musso;Vendo camioneta Grand Musso 2022, 4x4, diésel, único dueño, solo uso familiar, 43mil km;19950000.0;2022;43000.0;Manual  ;Pudahuel,  Región Metropolitana; 26 sep 2023 a las 23:01;https://www.yapo.cl/vehiculos/camioneta-ssangyong-grand-musso_88257548;04-10-2023 13:36;Pick-up;SSANGYONG;GRAND MUSSO;Pudahuel; Región Metropolitana;COREA DEL SUR
Ssangyong actyon sport 2015;"SsangYong Actyon Sports 4x4 full 2.0D

Modalidad automática y manual con 6 marchas, mando en palanca y volante.
Velocidad crucero
Vidrios con lámina de seguridad + filtro 99% de rayos UV.
Espejos y alza vidrio eléctricos
Sunroof, cierre centralizado
Aro 18, sensor de retroceso 
Climatizador automático.
Excelente audio.

Transferencia inmediata";11000000.0;2015;139974.0;Automático  ;La Serena,  IV Coquimbo; 26 sep 2023 a las 21:49;https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2015_88257122;04-10-2023 13:36;Pick-up;SSANGYONG;ACTYON;La Serena; IV Coquimbo;COREA DEL SUR
Ssangyong tivoli 2017;"Vehículo en excelente condiciones Único dueño, sin partes ni multas , cambios de filtros y mantenciones recién hechas full equipo, Neumáticos nuevos cambiado hace 4 meses, aire acondicionado con climatizador, Enganche de arrastre Kit completo instalado, 2 llaves, motor 1.6, caja automatica , espejos abatibles, Se ven por no tanto uso ya que tengo otro vehiculo con uso mas cotidiano. 

ACEPTO PERMUTAR SUZUKI BALENO MAS DINERO A MI FAVOR 
Cualuqier duda o consulta";9800000.0;2017;63000.0;Automático  ;Rancagua,  VI O'Higgins; 26 sep 2023 a las 21:24;https://www.yapo.cl/vehiculos/ssangyong-tivoli-2017_87418730;04-10-2023 13:36;Pick-up;SSANGYONG;TIVOLI;Rancagua; VI O'Higgins;COREA DEL SUR
Camioneta SsangYong 2011;se vende en PUERTO NATALES Camioneta Ssangyong Actyon 2011, 2.0 automática, 4 neumáticos nuevos, papeles al día, económica solo 1/4 de estanque para llegar a Punta Arenas, estanque de 60 lts.,pantalla tactil, conexion Bluetooth, camara de retroceso, con cupula de alta capacidad, interesados comunicarse al número $6.000.000 valor conversable.;6000000.0;2011;89000.0;Automático  ;Natales,  XII Magallanes & Antártica; 26 sep 2023 a las 21:05;https://www.yapo.cl/vehiculos/camioneta-ssangyong-2011_88256836;04-10-2023 13:36;Pick-up;SSANGYONG;MUSSO;Natales; XII Magallanes & Antártica;COREA DEL SUR
Ssangyong Korando;Seguro,economico,espacioso,4x4,diesel,;8800000.0;2013;193000.0;Manual  ;Calbuco,  X Los Lagos; 26 sep 2023 a las 18:17;https://www.yapo.cl/vehiculos/ssangyong-korando_88255424;04-10-2023 13:36;Pick-up;SSANGYONG;KORANDO;Calbuco; X Los Lagos;COREA DEL SUR
SSANGYONG ACTYON ;OPORTUNIDAD ÚNICA!! se vende en ese valor Vehículo en perfectas condiciones, mantenciones full al día, recién cambiado correas y tensores a toda prueba permisos de circulación y revisión técnicas al día , motor excelente estado estado exterior e interior. La camioneta se usa solo para uso domestico, no cargada para trabajos ni fletes. El vehículo cuenta con los siguientes adicionales: 1.- Ruedas all terrain 285/60R18 2.- Llanta 18 5x127/130 Barra anti vuelco, Laminas de seguridad en todos sus vidrios de 4 micras certificadas;6500000.0;2012;152000.0;Manual  ;Machalí,  VI O'Higgins; 26 sep 2023 a las 15:21;https://www.yapo.cl/vehiculos/ssangyong-actyon_88252176;04-10-2023 13:36;Pick-up;SSANGYONG;ACTYON;Machalí; VI O'Higgins;COREA DEL SUR
Ssangyong tivoli 2019;VEHÍCULO COLOR GRIS BENCINERO AUTOMATICO FULL EQUIPO CON CLIMATIZADOR EN BUENAS CONDICIONES SE VENDE POR NO USO. ESTACIONADO SIEMPRE BAJO TECHO;13800000.0;2019;59000.0;Automático  ;Antofagasta,  II Antofagasta; 26 sep 2023 a las 15:03;https://www.yapo.cl/vehiculos/ssangyong-tivoli-2019_88251950;04-10-2023 13:36;Pick-up;SSANGYONG;TIVOLI;Antofagasta; II Antofagasta;COREA DEL SUR
Ssangyong actyon sport 2017;Esta en excelente estado. Todas sus mantenciones al día. Carpa de protección trasera.  Todo funcionando aire acondicionado, sensor de retroceso, Sistema de audio con Bluetooth.;11700000.0;2017;133900.0;Manual  ;Concepción,  VIII Biobío; 26 sep 2023 a las 12:05;https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2017_88247824;04-10-2023 13:36;Pick-up;SSANGYONG;ACTYON;Concepción; VIII Biobío;COREA DEL SUR
Ssangyong actyon SPORT;Se vende solo por apuro económico se puede ver en Temuco reales interesados llamar al numero .;13500000.0;2019;117820.0;Manual  ;Temuco,  IX Araucanía; 26 sep 2023 a las 11:27;https://www.yapo.cl/vehiculos/ssangyong-actyon-sport_88246660;04-10-2023 13:36;Pick-up;SSANGYONG;ACTYON;Temuco; IX Araucanía;COREA DEL SUR
Ssangyong Korando Xdi 4 X 2 Mt 2019;XDI 4 X 2 MT 2019;10990000.0;2019;38169.0;Manual  ;Huechuraba,  Región Metropolitana; 26 sep 2023 a las 11:15;https://www.yapo.cl/vehiculos/ssangyong-korando-xdi-4-x-2-mt-2019_88172809;04-10-2023 13:36;Pick-up;SSANGYONG;KORANDO XDI;Huechuraba; Región Metropolitana;COREA DEL SUR
Ssangyong actyon sport 2014;"7.790.000 conversable.
Camioneta en excelente estado, uso particular";7790000.0;2014;151000.0;Manual  ;Ovalle,  IV Coquimbo; 26 sep 2023 a las 10:45;https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-2014_88245856;04-10-2023 13:36;Pick-up;SSANGYONG;ACTYON;Ovalle; IV Coquimbo;COREA DEL SUR
Ssangyong korando 2022 diesel;Vendo mi SUV, Excelente maquina, económica. full equipo, automática, control al volante, key less, paddle shift, entre otras cosas. Más de detalles y fotos por teléfono;18500000.0;2022;22000.0;Automático  ;Puerto Montt,  X Los Lagos; 26 sep 2023 a las 08:47;https://www.yapo.cl/vehiculos/ssangyong-korando-2022-diesel_88244569;04-10-2023 13:36;Pick-up;SSANGYONG;KORANDO;Puerto Montt; X Los Lagos;COREA DEL SUR
Ssangyong Rexton New 2.0 Mt 4x2 Std 2018;NEW  2.0 MT 4X2 STD 2018;14990000.0;2018;81681.0;Manual  ;Huechuraba,  Región Metropolitana; 26 sep 2023 a las 08:46;https://www.yapo.cl/vehiculos/ssangyong-rexton-new-20-mt-4x2-std-2018_86650760;04-10-2023 13:36;Pick-up;SSANGYONG;REXTON;Huechuraba; Región Metropolitana;COREA DEL SUR
Ssangyong rexton 2022;"contacto
972495356";23590000.0;2022;67000.0;Automático  ;Osorno,  X Los Lagos; 25 sep 2023 a las 17:11;https://www.yapo.cl/vehiculos/ssangyong-rexton-2022_88067891;04-10-2023 13:36;Pick-up;SSANGYONG;REXTON;Osorno; X Los Lagos;COREA DEL SUR
Ssangyong stavic 2016;"contacto
972495356";11990000.0;2016;56000.0;Manual  ;Osorno,  X Los Lagos; 25 sep 2023 a las 17:11;https://www.yapo.cl/vehiculos/ssangyong-stavic-2016_88068168;04-10-2023 13:36;Pick-up;SSANGYONG;STAVIC;Osorno; X Los Lagos;COREA DEL SUR
Subaru forester 2020;SUBARU FORESTER EN MUY BUEN ESTADO AUTOMATICO 4X4 FULL EQUIPO CONSULTE POR  SU CREDITO;23000000.0;2020;71000.0;Automático  ;Valdivia,  XIV Los Ríos; Hoy a las 11:17;https://www.yapo.cl/vehiculos/subaru-forester-2020_88309777;04-10-2023 12:09;SUV;SUBARU;FORESTER;Valdivia; XIV Los Ríos;JAPÓN
Subaru outback 2011;VEHICULO EN MUY BUEN ESTADO PARA EL AÑO, KILOMETRAJE REAL, FULL CUERO, LLANTAS DE ALEACION, ALZAVIDRIOS, AIRBAG, POTENTE MOTOR, REALMENTE UN AGRADO MANEJAR.,;11990000.0;2011;150538.0;Automático  ;Temuco,  IX Araucanía; Hoy a las 11:05;https://www.yapo.cl/vehiculos/subaru-outback-2011_86391751;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Temuco; IX Araucanía;JAPÓN
Subaru outback 2017;"Compra tu auto 100% online. Despachos dentro de la RM y Regiones. Solicita más información.

 En Excelente Estado.
 1 Dueño.
 2 Llaves.
 Servicios Realizados al Día en la Marca.

Contáctanos y agenda tu visita.
Motor 3.600cc.
Transmisión Automática.
Comandos Al Volante.
Control Crucero.
Modos de Conducción.
Radio Bluetooth/USB/AUX.
Cámara de Retroceso.
Climatizador Bi Zona.
Alzavidrios y Espejos Retrovisores Eléctricos Abatibles.
Sunroof Eléctrico.

Tarjeta de credito y financiamiento con un 20% de pie.
Recibimos tu auto.
Visita Tevendemoselauto .cl";14990000.0;2017;111000.0;Automático  ;Vitacura,  Región Metropolitana; Hoy a las 11:04;https://www.yapo.cl/vehiculos/subaru-outback-2017_87887458;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Vitacura; Región Metropolitana;JAPÓN
SUBARU New FORESTER 2020 2.0 At;"¡Los MEJORES MODELOS y PRECIOS del mercado en DIFOR! 
Compra seguro, simple y rápido. 
Automotora con más de 40 años en el mercado automotriz.  
Encontrarás modelos USADOS DE SELECCIÓN, chequeados por nuestro staff de mecánicos especializados.   
Ofrecemos opciones de financiamiento que se ajusten a tus necesidades y posibilidades de pago. 
¿Qué esperas? 
Cotiza con nuestros ejecutivos o visítanos en las distintas sucursales desde Santiago a Castro. ¡No olvides consultar por nuestras ofertas del mes!";20990000.0;2020;52000.0;Automático  ;Concepción,  VIII Biobío; Hoy a las 10:49;https://www.yapo.cl/vehiculos/subaru-new-forester-2020-20-at_87461784;04-10-2023 12:09;SUV;SUBARU;FORESTER;Concepción; VIII Biobío;JAPÓN
Subaru impreza cvt 4x4 2.0 Aut;"VEHÍCULO DE COMPAÑIA DE SEGUROS 

Subaru impreza sport 2022 4x4

-Motor: 2.0
-Transmisión: Transmisión continuamente variable (CVT)
-kilometraje: 13.000
-Version 4x4
-2 modos de conducción (inteligente y
sport)
-sistema start-stop
-Pantalla táctil de 7 pulgadas 
-AppleCarPlay y Android Auto
-Bluetooth
-Puerto USB
-Climatizador 
-Volante forrado en cuero 
-Cámara de visión trasera y delantera
-Advertencia de salida de carril -Velocidad crucero
-Luces inteligentes
-Pocos detalles 

Valor mercado sobre los 19.000.000
Oferta: 14.990.000 (incluye transferencia)";14990000.0;2022;13400.0;Automático  ;Santiago,  Región Metropolitana; Hoy a las 10:06;https://www.yapo.cl/vehiculos/subaru-impreza-cvt-4x4-20-aut_88308761;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Santiago; Región Metropolitana;JAPÓN
Subaru Forester a toda prueba;Vehículo en excelentes condiciones, espacioso y muy económico (ciudad 13km/l carretera 16 a 18km/l), muy cómodo y seguro, kilometraje real (puede verificarse con autofact), llegar y usar, se vende por renovacion, precio negociable;14500000.0;2016;149000.0;Automático  ;Puerto Montt,  X Los Lagos; Hoy a las 09:28;https://www.yapo.cl/vehiculos/subaru-forester-a-toda-prueba_87789603;04-10-2023 12:09;SUV;SUBARU;FORESTER;Puerto Montt; X Los Lagos;JAPÓN
Subaru impreza 4x4;Recien llegado Subaru impreza 4x4 año 2012,2.0cc gasolina, automatico secuencial,levas al volante,51.000 km,radio pantalla camara retroceso,radio bluetooth encendido botón,asientos eléctricos, climatizador bi zona. Dos cámaras delanteras aviso cambio de carril y choque Valor 5950.000 se entrega con documentacion al dia conversable precio contado. Vealo automall pta arenas jose gonzalez esquina los libertadores REGIMEN ZONA FRANCA;5950000.0;2012;51000.0;Automático  ;Punta Arenas,  XII Magallanes & Antártica; Hoy a las 08:56;https://www.yapo.cl/vehiculos/subaru-impreza-4x4_87771815;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Punta Arenas; XII Magallanes & Antártica;JAPÓN
Subaru outback 2019;¡Reserva por $300.000, con garantía desde 6 meses! Tomamos tu auto en parte de pago al mejor precio del mercado, financiamiento desde un 20% pie con entrega inmediata. Calidad y seguridad por SALFA, con 86 años de trayectoria. ¡No te lo pierdas! Contact Center 600 360 6200.;20990000.0;2019;81000.0;Automático  ;Calama,  II Antofagasta; Hoy a las 08:44;https://www.yapo.cl/vehiculos/subaru-outback-2019_87344000;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Calama; II Antofagasta;JAPÓN
Subaru outback limited 3.6 2020;"¡Los MEJORES MODELOS y PRECIOS del mercado en DIFOR! 
Compra seguro, simple y rápido. 
Automotora con más de 40 años en el mercado automotriz.  
Encontrarás modelos USADOS DE SELECCIÓN, chequeados por nuestro staff de mecánicos especializados.   
Ofrecemos opciones de financiamiento que se ajusten a tus necesidades y posibilidades de pago. 
¿Qué esperas? 
Cotiza con nuestros ejecutivos o visítanos en las distintas sucursales desde Santiago a Castro. ¡No olvides consultar por nuestras ofertas del mes! ";27990000.0;2020;52000.0;Automático  ;Concepción,  VIII Biobío; Hoy a las 08:17;https://www.yapo.cl/vehiculos/subaru-outback-limited-36-2020_86770926;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Concepción; VIII Biobío;JAPÓN
2012 subaru impreza hatchback;"Unico dueño
Conversable 
Asientos butacas
Eco
Lips,aleron,etc.
Unico dueño";4800000.0;2012;49000.0;Automático  ;Arica,  XV Arica & Parinacota; Hoy a las 06:07;https://www.yapo.cl/vehiculos/2012-subaru-impreza-hatchback_88307828;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Arica; XV Arica & Parinacota;JAPÓN
Subaru Forester limited sports 2.5 (2015);Full, sunroof, parlantes harm kardon, cuero;15200000.0;2015;78000.0;Automático  ;Punta Arenas,  XII Magallanes & Antártica; Ayer a las 23:50;https://www.yapo.cl/vehiculos/subaru-forester-limited-sports-25-2015_88307529;04-10-2023 12:09;SUV;SUBARU;FORESTER;Punta Arenas; XII Magallanes & Antártica;JAPÓN
Subaru Outback 2.5 Dynamic At 4x4 2022;"2.5 DYNAMIC AT 4X4 2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.5 DYNAMIC AT 4X4 2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros";28980000.0;2022;5000.0;Automático  ;Ñuñoa,  Región Metropolitana; Ayer a las 22:19;https://www.yapo.cl/vehiculos/subaru-outback-25-dynamic-at-4x4-2022_88307942;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Ñuñoa; Región Metropolitana;JAPÓN
Subaru legacy 2012;Subaru Legacy año 2012, papeles al dia y sin detalles, el vehículo se encuentra en excelentes condiciones, cuenta con ambos juegos de llaves, paddle shift, 133.000 kilometros, precio conversable.;7500000.0;2012;133000.0;Automático  ;Peñaflor,  Región Metropolitana; Ayer a las 19:48;https://www.yapo.cl/vehiculos/subaru-legacy-2012_88255117;04-10-2023 12:09;SUV;SUBARU;LEGACY;Peñaflor; Región Metropolitana;JAPÓN
Oportunidad SUBARU OUTBACK 2013 Excelente estado;"Oferta, Real oportunidad, Excelente estado. Subaru All new Outback LTD 2.5, año 2013, Automático, 4x4, gasolina. Sólo dos dueños. Full equipo, aire acondicionado, alzavidrios eléctricos, espejos eléctricos, cierre centralizado, alarma, velocidad crucero, tapiz de cuero impecable, neblineros. Llantas y neumáticos en excelentes condiciones. Mando al volante, techo corredizo (sun-roof) eléctrico. 8 airbag (2 frontales, 4 laterales y 2 en asientos delanteros), asientos traseros reclinables y abatibles, amplio maletero. Asiento conductor eléctrico y programable para dos usuarios. Pantalla, cámara de retroceso, radio mp3 Aux. Grabado de patentes en vidrios y espejos. Sistema de economía de combustible con visualización en tablero. Permiso de circulación y Seguro full cobertura económicos de bajo costo. 2 llaves originales con mando a distancia. Revisión técnica hasta junio 2024. 
Se evalúa oferta razonable. Valor al contado o a crédito. Tratar con José Arias al fono o whatsapp: +56 9 87692603 Automotora Cgt, San Ramón 3202 (Cugat), Rancagua.";9490000.0;2013;154400.0;Automático  ;Rancagua,  VI O'Higgins; Ayer a las 19:10;https://www.yapo.cl/vehiculos/oportunidad-subaru-outback-2013-excelente-estado_88305603;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Rancagua; VI O'Higgins;JAPÓN
Subaru outback 2015 2.0 DIESEL BOXER AWD;"Exelente maquina, full, Diesel, económico, al día, transferencia inmediata, 

Crédito automotriz 30%pie

Libre de comisión

O'Higgins #0793 Temuco

Somos automotrizccv";14900000.0;2015;150000.0;Automático  ;Temuco,  IX Araucanía; Ayer a las 18:51;https://www.yapo.cl/vehiculos/subaru-outback-2015-20-diesel-boxer-awd_88305534;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Temuco; IX Araucanía;JAPÓN
Subaru forester 2.5 dynamic awd at 2015;"COLOR: GRIS PLATA - Motor 2.5 cc / 182 HP / 4x4
 - Caja de cambios automático CVT
 - Cámara de retroceso 
 - Velocidad de crucero 
 - Encendido con botón y apertura a distancia 
 - Cierre centralizado 
 - Asientos eléctricos 
 - Climatizador dual
 - Portalón eléctrico
 
 - ¡ Gestionamos tu crédito automotriz, aceptamos tarjeta de crédito y tomamos tu auto en parte de pago !
 - Mas información en: agusavi";12700000.0;2015;118000.0;Automático  ;Vitacura,  Región Metropolitana; Ayer a las 18:30;https://www.yapo.cl/vehiculos/subaru-forester-25-dynamic-awd-at-2015_88305420;04-10-2023 12:09;SUV;SUBARU;FORESTER;Vitacura; Región Metropolitana;JAPÓN
Subaru Forester 20i Awd Mt X 18 My Special 2019;"20I AWD MT X 18 MY SPECIAL 2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 20I AWD MT X 18 MY SPECIAL 2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros";14980000.0;2019;81000.0;Manual  ;La Cisterna,  Región Metropolitana; Ayer a las 17:32;https://www.yapo.cl/vehiculos/subaru-forester-20i-awd-mt-x-18-my-special-2019_88307945;04-10-2023 12:09;SUV;SUBARU;FORESTER;La Cisterna; Región Metropolitana;JAPÓN
Subaru wrx 2022 auto en prenda;"SUBARU WRX 2.0T 2022 HERMOSO AUTO EN PRENDA (270 HP.)
DOS LLAVES
SIN MULTAS
DOCUMENTACION AL DIA
SUBARU COMO NUEVO
TECHO
BUTACAS
AUTOMATICO
AWD
270 HP.
PANTALLA
SONIDO (HARMAN / KARDON)

SE VENDE CON
EN ESCRITURA PUBLICA.
COMPRADO DIRECTO AL DUEÑO
SIN INTERMEDIARIOS
SOMOS CJ. AUTOMÓVILES
LA EMPRESA MAS ANTIGUA
DEL MERCADO EN ESTE MODELO DE NEGOCIOS.
VERDADEROS PROFESIONALES.

COMPRA CON RESPALDO
COMPRA EN CJ.
CJ
CJ
CJ.AUTOMOVILES ....";16490000.0;2022;20000.0;Automático  ;La Cisterna,  Región Metropolitana; Ayer a las 14:17;https://www.yapo.cl/vehiculos/subaru-wrx-2022-auto-en-prenda_88302819;04-10-2023 12:09;SUV;SUBARU;W;La Cisterna; Región Metropolitana;JAPÓN
Subaru forester 2.0 awd cvt ltd. ES 2023;"SUBARU FORESTER 2.0 AWD CVT LIMITED ES 
AÑO 2023
Motor 2.0cc a gasolina
16.700 km
Transmisión automática Lineartronic CVT
Sunroof
Sistema keyless
Start / stop
Cámara de retroceso
Cámara lateral
Control de estabilidad
Asistencia de cambio de carril
Sistema asistencia de conducción
Sistema de frenado precolisión
Sensor de lluvia
Sensor de estacionamiento
Control crucero adaptativo
Comandos de radio al volante
Radio con pantalla táctil multimedia
Conectividad Android e iOS
Carplay
Conexión AUX y USB
Bluetooth
Cámara de retroceso
Cámara lateral
Llave inteligente
Asientos eléctricos
Asientos con memoria 2 posiciones
Frenos ABS - EBD
Portalón eléctrico
Espejos eléctricos y abatibles
Neblineros
Anclaje Isofix
Llantas aro 18
Garantía vigente

FINANCIAMIENTO AUTOMOTRIZ 30% PIE
VEHÍCULOS EN PARTE DE PAGO

$ 27.700.000";27700000.0;2023;12700.0;Automático  ;Santiago,  Región Metropolitana; Ayer a las 14:12;https://www.yapo.cl/vehiculos/subaru-forester-20-awd-cvt-ltd-es-2023_88302780;04-10-2023 12:09;SUV;SUBARU;FORESTER;Santiago; Región Metropolitana;JAPÓN
Subaru outback 2021;Este SUBARU OUTBACK 2021 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto;23690000.0;2021;63210.0;Automático  ;Huechuraba,  Región Metropolitana; Ayer a las 14:04;https://www.yapo.cl/vehiculos/subaru-outback-2021_87505153;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Huechuraba; Región Metropolitana;JAPÓN
Subaru Xv 2.0 Awd Dynamic At 4x4 2021;"2.0 AWD DYNAMIC AT 4X4  2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.0 AWD DYNAMIC AT 4X4  2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros";21180000.0;2021;26000.0;Automático  ;Santiago,  Región Metropolitana; Ayer a las 13:55;https://www.yapo.cl/vehiculos/subaru-xv-20-awd-dynamic-at-4x4-2021_87590693;04-10-2023 12:09;SUV;SUBARU;XV;Santiago; Región Metropolitana;JAPÓN
Subaru forester 2015;Este SUBARU FORESTER 2015 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto;11690000.0;2015;85000.0;Manual  ;Huechuraba,  Región Metropolitana; Ayer a las 13:38;https://www.yapo.cl/vehiculos/subaru-forester-2015_87695430;04-10-2023 12:09;SUV;SUBARU;FORESTER;Huechuraba; Región Metropolitana;JAPÓN
Subaru evoltis 2023;SUBARU EVOLTIS;38990000.0;2023;4728.0;Automático  ;Santiago,  Región Metropolitana; Ayer a las 13:32;https://www.yapo.cl/vehiculos/subaru-evoltis-2023_88246722;04-10-2023 12:09;SUV;SUBARU;EVOLTIS;Santiago; Región Metropolitana;JAPÓN
Subaru impreza 2022;SUBARU IMPREZA;20590000.0;2022;15526.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-impreza-2022_88107709;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru impreza 2018;SUBARU IMPREZA;13990000.0;2018;51955.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-impreza-2018_88132044;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru impreza 2022;SUBARU IMPREZA;19980000.0;2022;6000.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-impreza-2022_88107644;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru impreza 2019;SUBARU IMPREZA;12990000.0;2019;106613.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-impreza-2019_88107845;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru impreza 2020;SUBARU IMPREZA;15990000.0;2020;20694.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-impreza-2020_88107856;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru forester 2021;SUBARU FORESTER;20990000.0;2021;63254.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-forester-2021_88179501;04-10-2023 12:09;SUV;SUBARU;FORESTER;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru evoltis 2023;Test Car;42990000.0;2023;7982.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-evoltis-2023_88222438;04-10-2023 12:09;SUV;SUBARU;EVOLTIS;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru evoltis 2023;SUBARU EVOLTIS;38990000.0;2023;9724.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:27;https://www.yapo.cl/vehiculos/subaru-evoltis-2023_88273660;04-10-2023 12:09;SUV;SUBARU;EVOLTIS;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru xv cvt 2.0 awd 2022;"COLOR: BLANCO Motor 2.000 CC, caja de cambios automática CVT con paddle shift, modos de conducción, tracción integral AWD, volante multifuncional con velocidad crucero forrado en cuero, computador a bordo, cámara delantera, pantalla touch con cámara trasera de estacionamiento, Apple CarPlay y Android Auto, climatizadores delanteros independientes, faros de xenón.
 Financiamiento, auto en parte de pago, aceptamos tarjetas. +56958377232 +56949374874 +56981498211 +56994411142";23500000.0;2022;10400.0;Automático  ;Lo Barnechea,  Región Metropolitana; Ayer a las 13:15;https://www.yapo.cl/vehiculos/subaru-xv-cvt-20-awd-2022_88304064;04-10-2023 12:09;SUV;SUBARU;XV CVT;Lo Barnechea; Región Metropolitana;JAPÓN
Subaru xv limited 2.0 cvt 4wd 2020;"COLOR: BLANCO *Consignación virtual*Motor 2.000 bencina, transmisión automática, tracción integral, tapiz de cuero, asientos eléctricos, volante forrado en cuero con mandos de la radio, bluetooth y control crucero, paddle shifters, radio de pantalla táctil con conectividad apple carplay y android auto, cámara de retroceso con sensores, climatizador dual, control de tracción, sistema start stop para ahorro de bencina, alerta de punto ciego sunroof, copia de llaves.
 Financiamiento desde el 20% de pie.
 Se recibe auto en parte de pago.";21990000.0;2020;27300.0;Automático  ;Vitacura,  Región Metropolitana; Ayer a las 13:01;https://www.yapo.cl/vehiculos/subaru-xv-limited-20-cvt-4wd-2020_88302321;04-10-2023 12:09;SUV;SUBARU;XV LIMITED;Vitacura; Región Metropolitana;JAPÓN
